,Acquisition probability,Rpure weights,Rlure weights,Loss
0,0.009900990099009901,1.1386138613861387,1.0,0.017678713441290704
1,0.900990099009901,0.1397018822761397,0.140954600954601,0.150310155001008
2,0.900990099009901,0.12980089217712978,0.13228721391986697,2.2539537564014056
3,0.900990099009901,0.1198999020781199,0.12344314637603082,0.3395890323023178
4,0.900990099009901,0.10999891197911,0.11441694044786832,2.123153497082733
5,0.900990099009901,0.1000979218801001,0.10520291112396374,0.3863407923670721
6,0.0009900990099009901,10.07920792079208,9.811870100783874,0.00046114698360351445
7,0.900990099009901,0.0802959416820803,0.0861874341627259,1.9556649527660177
8,0.900990099009901,0.0703949515830704,0.07637336950099927,0.46151737976557883
9,0.900990099009901,0.0604939614840605,0.06634621947569863,1.2932049031966038
10,0.900990099009901,0.050592971385050596,0.056098968186880316,0.47643593360595093
11,0.900990099009901,0.04069198128604069,0.04562428832091758,0.435672519591432
12,0.0009900990099009901,10.01980198019802,11.113125638406538,0.00046114698360351445
13,0.900990099009901,0.02089000108802089,0.023961670513394595,0.1290734460916919
14,0.900990099009901,0.01098901098901099,0.012757357584943896,0.00046114698360351445
